,Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
2981,Europe & Central Asia (IDA & IBRD countries),TEC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,European Union,EUU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0148805050353,17.0599729445363,17.9947392851617,19.5739227935288,19.5504926108374,20.2830922382952,21.3775985107043,22.072425145007,22.1783980582524,22.8848191312245,23.8765320018157,24.1535671100363,24.4679245283019,24.377358490566,25.1133272892112,26.0376231710958,27.6817640047676,28.2405276882957,28.2665438354061,28.2859338970023,29.7895222000307,30.5162876459742,31.8174834844062,32.4066963600061
2994,European Union,EUU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,Fragile and conflict affected situations,FCS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33148189291269,9.55210237659963,9.59925442684063,10.3082465972778,12.3946300343428,13.4272300469484,13.748031496063,13.6817472698908,13.4566611964792,14.271225731672,15.5596841616349,16.0639677279931,17.3513273023877,16.4362519201229,19.0559440559441,18.8673793701242,19.3973896139961,19.1853770869315,19.0224570673712,20.6166303332295
3007,Fragile and conflict affected situations,FCS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,Heavily indebted poor countries (HIPC),HPC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93956670467503,9.34030045721751,9.11934552454283,,11.9157472417252,13.515298261061,13.5213444079583,14.0574536800952,16.8959653733189,17.1120558761008,17.6344743276284,17.5921605226318,17.7140255009108,18.3136327817179,20.3537077257214,21.4983216356424,22.1052631578947,22.1501976284585,23.8495575221239,24.0289469797667,24.309313585873,24.0502672251914,24.1226121723678,25.2358125869801
3020,Heavily indebted poor countries (HIPC),HPC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,High income,HIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2087631498315,16.2996941896025,17.2797173732336,,18.1779795207432,18.8524590163934,19.3690916563913,19.8430493273543,20.3921178343949,20.9156817956103,21.8109846610589,21.9738924050633,22.5691699604743,22.6567901234568,23.2617940856493,23.8114065434417,25.300967041642,25.7766160651453,26.4398956451937,26.4876778200761,27.5304050658358,28.2023361710552,29.3192163071443,30.3258393582252
3033,High income,HIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,IBRD only,IBD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.28589242663563,12.6757607555089,12.5875672885481,12.7028539451595,13.1115072291543,14.4545831605143,13.9650221874184,14.8755081300813,14.4687080639258,15.1577669902913,15.9213201004424,16.3547746555148,17.3006062046832,17.6432445178024,17.9595278246206,19.2770373864843,20.3939393939394,21.0090829911659,21.2767295597484,21.754197287447,22.2905129921499,22.9814781514116,23.5428370786517,24.2715038033938
3046,IBRD only,IBD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,IDA & IBRD total,IBT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70701369290269,10.9428674742361,11.0254016606888,11.433773752276,11.990240501917,13.2703112458753,13.0452777087989,13.8327844133169,14.5051709821092,15.0020658828832,15.9139623209115,16.4994425863991,17.2442756454735,17.4158523344191,18.185089234312,19.2862190812721,19.9911803616052,20.4162102957284,21.1163465023559,21.4540744889387,21.8621778011573,22.1928339681196,22.5355557885173,23.5006380263718
3059,IDA & IBRD total,IBT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,IDA blend,IDB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6394707828004,10.6744298884037,11.5544041450777,12.1761658031088,12.4123043712898,13.1434830230011,13.5789473684211,13.9018087855297,13.7842023748064,14.1231246766684,14.3666323377961,18.9073634204276,18.8950789229341,18.5543278084714,18.646408839779,19.0344827586207,19.1021530004581,18.9189189189189,21.0694698354662
3072,IDA blend,IDB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,IDA only,IDX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11091854419411,8.08411214953271,7.96232876712329,9.63237893248498,,11.2593556784901,11.6865869853918,12.2359505779195,15.1285189718482,15.2714113389626,16.5277950503669,17.4472649267072,17.8844815588031,17.779814411731,19.4381415451108,20.3191489361702,19.4841408156152,19.733682602052,21.4330741752469,21.5653794388653,21.77248410215,21.5173867228662,21.5386261502247,22.6214461607343
3085,IDA only,IDX,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,IDA total,IDA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72695285010556,7.77877123515136,,,,11.1180904522613,11.4505544240778,12.0968594691763,14.5643564356436,14.7490880410135,15.9014898145333,16.7330677290837,17.1544946481008,17.0541908869304,18.5198426885949,19.299947099277,19.3707991038088,19.5740544361965,20.8982035928144,21.0294987744062,21.2795894719417,21.0657071875268,21.042588255703,22.3161301924114
3098,IDA total,IDA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,Late-demographic dividend,LTE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1730627694249,14.7490685952225,14.7582141687589,15.1123766907353,15.6899810964083,15.0797844235443,15.7863792258697,16.01638704643,16.0408560311284,16.7455061494797,17.0787371624192,17.2161520190024,17.2508525956802,17.6603135855788,18.2850758774788,18.9151470040938,19.1025152439024,19.3653221181419,19.8891860909438,20.7017202837982,21.4700561744264,21.9700492977397,22.1942814566452
3111,Late-demographic dividend,LTE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,Latin America & Caribbean,LCN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1321370309951,15.3548743441038,14.3351985078604,15.1574254667038,14.3748304854896,16.1181653278051,18.4690157958688,19.0094683175528,20.2086365841824,20.3406092588151,21.1068519405846,22.1611283767631,22.7012863268223,23.0060606060606,23.0346475507766,24.4858919177427,25.7512826777425,27.4607703281027,27.9011099899092,28.8011350200993,29.7405189620758,31.196083003031,31.669776119403,32.757793764988
3124,Latin America & Caribbean,LCN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,Latin America & Caribbean (excluding high income),LAC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0795381654907,16.5958836981379,14.7397943284512,15.5140758873929,14.9447077409163,16.7604382588096,19.353940406572,20,20.9677419354839,21.0815262146582,21.883580450302,23.1169542591071,23.7523861467139,24.09571508069,24.1926655719759,25.8347016967707,27.2089761570827,29.0839902147323,29.5606633692173,30.5945945945946,30.7948860478043,32.7067669172933,33.2796132151491,34.5449500554939
3137,Latin America & Caribbean (excluding high income),LAC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,Latin America & the Caribbean (IDA & IBRD countries),TLA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2545514730222,12.9065040650407,11.7704280155642,12.6369863013699,11.7627567925779,14.0247678018576,15.395809080326,16.046511627907,17.4847516700552,17.6790830945559,18.689181453921,18.696397941681,19.3566752063763,19.6511627906977,19.5861678004535,21.2868480725624,21.8283035452681,23.9931934203063,24.2691839220463,25.6128486897718,26.5404268109408,27.8008298755187,28.3619258439402,29.5480549199085
3150,Latin America & the Caribbean (IDA & IBRD countries),TLA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,Least developed countries: UN classification,LDC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44262295081968,8.58941132913736,8.2316442605998,9.9150701165317,,11.976277023149,12.38846945779,12.7539330991294,15.6911928651059,15.9171922127776,17.0106761565836,18.7686465961486,19.4033790918691,19.2583888236062,20.8236017209588,21.397533763946,20.9108910891089,21.1382113821138,23.0474365117393,23.0796418473139,22.979683972912,22.7928794803945,22.8819784524976,24.1850277026156
3163,Least developed countries: UN classification,LDC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,Low & middle income,LMY,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45959962659475,11.7134516056591,11.7698683568991,12.0497407424402,12.446444800277,13.6973561844028,13.5044314697358,14.410755825415,14.9921212575974,15.4799686368219,16.3756682992485,17.1229081236839,17.732273172857,17.8949262324577,18.601403609281,19.6898297932199,20.5019544806927,20.9240708478513,21.5948400115307,21.9619173599749,22.2372716538168,22.6530397218418,23.0041066332568,23.9092064388591
3176,Low & middle income,LMY,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,Low income,LIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.870140174557,10.4033448106247,,12.1644915045555,12.4803238138071,13.6779619094732,13.0329195898543,14.515488482923,16.6402535657686,16.9980644026043,17.1824973319104,17.1931735657226,16.7608618862593,17.7602198557197,19.3771626297578,19.7093403004572,20.2277749447561,19.4714131607336,21.605451221539,21.8614718614719,22.0548596797209,21.8966084952256,21.9841403745571,22.485719231435
3189,Low income,LIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,Lower middle income,LMC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49939128317507,8.17342725285402,8.41050361537486,8.14571211737921,8.89627168696936,10.3836677226329,10.2886750555144,10.7863751051304,11.890243902439,12.1032365490686,13.2736763609247,14.7453353504791,15.8557130115945,15.7488877904103,16.1182375906302,17.8107955614068,18.4170003079766,19.769310768649,20.0419127452848,20.1922221233425,20.0660832291481,19.8838896952105,20.025337073568,21.841105033837
3202,Lower middle income,LMC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,Middle East & North Africa,MEA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.60421625297518,4.17367889599461,4.20701168614357,4.34346809221516,5.89606928714191,5.87635869565218,6.59195781147001,6.17154811715482,8.05774278215224,8.35291046724094,8.30070477682068,8.78099173553719,10.4260651629073,10.05291005291,13.1469979296066,15.936018957346,16.0878598990798,16.3846838824577,17.0850409836066,16.3021363173957,16.6793796084414,16.3636363636364,18.3291139240507
3215,Middle East & North Africa,MEA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,Middle East & North Africa (excluding high income),MNA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9198606271777,3.49361382419234,3.87914957105557,3.88170055452865,3.99556048834628,5.67846607669617,6.01443464314355,6.95721711315475,6.40907697025453,8.63242574257427,8.84900990099011,8.76703841387857,9.0853472009789,10.9831709477414,10.5087014725569,14.1674333026679,16.4200649584987,16.7510853835022,16.9019182048498,17.5671596740115,16.5814023472766,16.9374247894104,16.2686567164179,18.4320766008378
3228,Middle East & North Africa (excluding high income),MNA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,Middle East & North Africa (IDA & IBRD countries),TMN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9198606271777,3.49361382419234,3.87914957105557,3.88170055452865,3.99556048834628,5.67846607669617,6.01443464314355,6.95721711315475,6.40907697025453,8.63242574257427,8.84900990099011,8.76703841387857,9.0853472009789,10.9831709477414,10.5087014725569,14.1674333026679,16.4200649584987,16.7510853835022,16.9019182048498,17.5671596740115,16.5814023472766,16.9374247894104,16.2686567164179,18.4320766008378
3241,Middle East & North Africa (IDA & IBRD countries),TMN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,Middle income,MIC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11554093284304,12.0061541842958,12.1044907543293,12.0234604105572,12.438370846731,13.7015859316,13.5913636137506,14.384808382939,14.5458879618594,15.0710900473934,16.1609467455621,17.1049580260656,17.983638773365,17.9306263656227,18.3989525013545,19.6844747221226,20.5770125639833,21.2914961346066,21.5919024614677,21.9884688173936,22.2884333170276,22.8581633108621,23.2691717455167,24.2738681211476
3254,Middle income,MIC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,North America,NAC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3532608695652,15.3532608695652,16.3043478260869,,16.7119565217391,16.5760869565218,16.8478260869565,17.4966352624495,17.6312247644683,18.1695827725438,18.6486486486487,19.1117092866757,18.9771197846568,18.9771197846568,20.1079622132254,20.7547169811321,20.6756756756757,21.6981132075472,22.279792746114,22.1789883268483,22.3667100130039,25,25.8777633289987,28.1413612565445
3267,North America,NAC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,Not classified,INX,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,Not classified,INX,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,OECD members,OED,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.001174398121,16.340129288911,17.2898594077176,18.0485717342463,17.728334857259,19.2410190811214,19.506881869492,20.0886560548056,20.6988451288126,21.0998324627969,22.2375554460325,22.38864800946,23.0875258442453,23.1670111209527,23.9637688293788,25.0270749236979,26.1656502065709,26.7909027151588,27.8432940235859,27.9655931186237,28.8716814159292,29.8748645186718,30.8018124507486,31.4990138067061
3293,OECD members,OED,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,Other small states,OSS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9171974522293,8.43373493975903,9.7444089456869,10.6529209621993,10.9278350515464,12.6062322946176,13.3114754098361,13.7463126843658,14.6556798116539,13.7114537444934,14.8354712771891,15.2802359882006,15.2414194299011,15.5995343422584,16.1046511627907,17.0945157526254,17.0874926600117,17.4283973187081,18.6139747995418,19.0101237345332,18.5621685327048,19.9524940617577,20.5184776613348,20.9429824561403
3306,Other small states,OSS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,Pacific island small states,PSS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58620689655172,2.09059233449477,4.6583850931677,,2.94985250737463,3.19767441860465,2.73556231003039,3.58974358974359,3.8560411311054,,,,,,,,,4.86486486486486,5.67567567567568,6.46900269541779,7.27762803234501,7.79569892473118,7.77479892761394,8.10810810810811
3319,Pacific island small states,PSS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,Post-demographic dividend,PST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8859176191503,17.949298325034,18.2388552559163,19.4174757281553,18.957345971564,20.129270544783,20.7245430809399,21.6704780572798,22.0340788072417,22.7756492124308,23.6576289207868,24.3177232664331,24.7374562427071,24.8542042201251,25.3194207836457,25.9393294305482,27.4780027562811,28.1283886358707,28.5652456178316,28.5621551444336,29.5715666272952,30.4277730008599,31.9724967769661,32.9353554910186
3332,Post-demographic dividend,PST,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,Pre-demographic dividend,PRE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0074128984433,11.2883181441591,12.8239801667794,13.0845040889075,13.6896046852123,15.2867294662039,16.0969546302051,16.6719094054734,17.2176968535378,17.4197569336242,17.194210275171,19.5331325301205,20.1545949040939,21.2546125461255,20.9348056269853,21.8431483578709,22.1409480939654,22.2931666893085,22.0456116102281,22.0113314447592,22.8650137741047
3345,Pre-demographic dividend,PRE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,Small states,SST,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66533864541833,8.15268614514608,9.5479939055358,9.8981077147016,10.3479853479853,11.6490891658677,12.2868386532575,12.8724672228844,13.531746031746,12.9961089494163,13.9171227521501,14.0713706407137,14.0329714515481,13.8944824808699,14.3832864604259,15.1209677419355,15.3036437246964,15.4849225753871,16.9398907103825,17.4566473988439,17.375745526839,18.4978026368358,19.0657045195594,19.9166982203711
3358,Small states,SST,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,South Asia,SAS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75581395348837,6.05355064027939,7.01030927835052,8.44409695074277,8.12236286919831,9.0909090909091,9.20110192837465,9.01594282572843,13.2764343290659,12.8436018957346,14.2629058009579,18.4424475823706,20.0495049504951,20.0495049504951,20.3375874845615,20.3375874845615,15.7488986784141,19.2387256930079,19.3191140278917,19.391947411668,19.3999177969585,17.1045576407507,18.957345971564,18.9214758751183
3371,South Asia,SAS,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,South Asia (IDA & IBRD),TSA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75581395348837,6.05355064027939,7.01030927835052,8.44409695074277,8.12236286919831,9.0909090909091,9.20110192837465,9.01594282572843,13.2764343290659,12.8436018957346,14.2629058009579,18.4424475823706,20.0495049504951,20.0495049504951,20.3375874845615,20.3375874845615,15.7488986784141,19.2387256930079,19.3191140278917,19.391947411668,19.3999177969585,17.1045576407507,18.957345971564,18.9214758751183
3384,South Asia (IDA & IBRD),TSA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,Sub-Saharan Africa,SSF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2068965517241,10.9195402298851,,11.5853658536585,12.2828405973789,13.4667114996638,13.7088362390106,14.7354670150229,16.2370142362447,16.6392092257002,17.3064660119883,17.8008458285275,18.4640522875817,18.7371663244353,20.5351663188904,21.3758023495216,22.4570200573066,22.1580435049773,23.6369910282954,23.8100686498856,24.0169321599644,24.0742799955521,24.0781160252728,24.8685901179769
